timestamp;Buffer;FPS;ReportedBitrate;Resolution;CalcBitrate
1699623005186;0.976;18;639;426x240;119971
1699623006183;0.089;18;639;426x240;119982
1699623007182;0;18;639;426x240;119982
1699623008186;1.929;18;639;426x240;120370
1699623009186;4.958;18;639;426x240;120517
1699623010186;3.927;18;639;426x240;120644
1699623011186;3.131;18;639;426x240;120771
1699623012186;2.072;18;639;426x240;120896
1699623013186;1.008;18;639;426x240;121022
1699623014187;0;18;639;426x240;121040
1699623015186;0;18;639;426x240;121040
1699623016186;0;18;639;426x240;121040
1699623017187;1.023;18;639;426x240;121549
1699623018186;0;18;639;426x240;121580
1699623019186;0;18;639;426x240;121580
1699623020187;0;18;639;426x240;121580
1699623021186;0;18;639;426x240;121580
1699623022180;1.186;18;639;426x240;122120
1699623023180;0.279;18;639;426x240;122147
1699623024186;0;18;639;426x240;122147
1699623025186;0;18;639;426x240;122147
1699623026186;0;18;639;426x240;122147
1699623027181;0;18;639;426x240;122147
1699623028186;1.189;18;639;426x240;122594
1699623029187;0.338;18;639;426x240;122669
1699623030179;3.308;18;639;426x240;122863
1699623031180;6.242;18;639;426x240;122974
1699623032186;13.441;18;639;426x240;123083
1699623033187;12.385;18;639;426x240;123188
1699623034186;11.321;18;639;426x240;123307
1699623035186;10.224;18;639;426x240;123418
1699623036186;9.458;18;639;426x240;123529
1699623037179;8.394;18;639;426x240;123637
1699623038187;11.341;18;639;426x240;123775
1699623039186;10.28;18;639;426x240;123877
1699623040186;9.48;18;639;426x240;123990
1699623041190;8.42;18;639;426x240;124103
1699623042186;11.309;24;1867;854x480;124216
1699623043186;10.298;24;1867;854x480;124329
1699623044186;9.235;24;1867;854x480;124447
1699623045186;8.479;24;1867;854x480;124561
1699623046190;7.442;24;1867;854x480;124688
1699623047186;6.408;24;1867;854x480;124828
1699623048186;5.347;24;1867;854x480;124957
1699623049186;4.557;24;1867;854x480;125063
1699623050193;3.498;24;1867;854x480;125234
1699623051186;2.421;24;1867;854x480;125366
1699623052179;1.358;18;639;426x240;125490
